y,x1,x2,x3,x4
1,1.0,0.6791074260357777,0.8284134829000359,-0.3530074003005963
1,1.0,-0.13485387193052173,0.5866170746331097,0.29733585084941616
1,1.0,0.06494754854834232,-0.10901738508171745,-0.514210390833322
1,1.0,1.5743302021369892,-0.6889071278256981,-0.7628038164104581
1,1.0,0.39748240921816347,0.8116296225068749,-0.34635460427879816
1,1.0,-0.18757268194516005,-1.6072563241277753,-2.48079273065994
1,1.0,2.2762328327845243,0.21969346754254096,-0.11713753073293519
1,1.0,-0.6012535941853836,1.1422764389413194,-0.08861631820047296
1,1.0,0.2794662520898984,0.1114216780915173,-0.3578835146703243
1,1.0,0.4737143221493313,0.30023392902396967,-0.7626770596674239
1,1.0,1.4230485806643178,0.40838681696170764,0.5886213806024645
1,1.0,-0.2962776971090756,0.6911107341102476,0.5068736340422747
1,1.0,-0.05692987609895758,-1.7710236453721393,1.5906225203074087
1,1.0,1.3970614473997425,0.48155603952425174,-0.3219431528959694
0,1.0,0.24634263300826426,-0.17878873231302242,-1.477880724921868
0,1.0,-0.18542418173298963,1.2697236910352527,-0.16250386433248049
0,1.0,-0.06718670528194168,0.577281986591789,0.8913150910765415
0,1.0,-2.294490343273506,-1.1730257522688414,-0.8799154991652847
0,1.0,-0.4940426598043065,0.5119593023121581,-0.7587009830949235
1,1.0,-0.767959839503059,-0.030303176320568014,-1.3192351950482664
1,1.0,-0.48260413771905986,-1.1575488679718187,-0.21415042380883462
1,1.0,-1.3719311300410884,-1.538056900460848,-1.2274214274731874
0,1.0,-1.9584775602401348,-0.4731313278801985,1.3387511440363178
1,1.0,0.8078171537125458,-1.0509226716763997,0.8161748215698447
1,1.0,0.15250071739234486,-0.3300929096736391,1.4443144400304955
0,1.0,-0.44284431901959326,1.0968638769692454,-0.2510594633385196
1,1.0,0.2922931944130215,-3.4673665308955437,-0.5284309200347905
0,1.0,0.11747153043190141,2.1035617623727196,1.5228546580255704
0,1.0,-2.1084517587736094,0.5567413975424059,-0.5688544458705022
1,1.0,-0.4769398551000414,0.1745939682978346,-1.5176051661226406
1,1.0,0.44157293235560335,1.6768937028421047,0.2384811702037166
1,1.0,2.3137925213196087,-0.0818509513815898,1.337795526745273
1,1.0,1.2196310275075175,-1.221868428597875,0.2569144773454574
1,1.0,0.7997110022690771,-0.6828316587443608,0.15648268977079838
1,1.0,0.1407136222157344,-0.12661169386986812,-1.1689770532667771
0,1.0,0.6340673330099996,-0.9987096138584545,1.0291211918802827
0,1.0,-1.1575125650724378,0.5336042936683815,-0.30841812253218087
1,1.0,0.9858587273232406,-1.1888211291384636,0.6801714953063889
1,1.0,0.0020357051781484618,-0.4781385362625526,-1.0561494065389772
1,1.0,-0.842567914525555,-0.4925937373690953,0.15120599619262445
0,1.0,-1.641297015343711,-1.6496452210976662,-0.33091390417768374
0,1.0,0.06339670705628722,0.11851788595392865,2.7055294074953027
1,1.0,-0.6912676456932316,-0.0550981570327994,0.42339425608415165
1,1.0,-1.4311954293947522,-0.44951447044665416,-0.8813000974210278
1,1.0,1.0773623484325463,-0.061481141620233874,-1.328201106285229
0,1.0,-0.9591352056862655,0.2150003368297967,-0.18062781027142966
0,1.0,-2.0621649242798017,0.24694222417539544,1.7370553989558823
1,1.0,3.396341675720924,0.6371035850310129,1.3078828805918434
0,1.0,0.14760427642270388,0.40339335252911473,1.142122729592916
0,1.0,-1.2025252501203203,-0.37568528215457714,-0.3635443553064179
0,1.0,-0.9795339466733807,-0.760265311442331,1.0226540063769154
0,1.0,-0.8323334131790922,-1.4429277867026526,-1.313684989960247
1,1.0,0.1456142708384867,1.3132625511807754,-1.4378554051189705
0,1.0,-0.6851083574480151,-0.614376707458912,1.6053803292392559
1,1.0,-0.40058165838750454,-0.2254823378539177,-0.8675519489679598
1,1.0,0.6365410750202465,-0.447924030179972,0.3625307235229423
0,1.0,-1.0436101155270108,-1.67939406061575,0.014684013032024601
1,1.0,-0.5146291119778628,0.18654506924680858,0.19527444183671494
0,1.0,-0.3155222278536474,1.3120937908936643,0.03416111518569186
1,1.0,-0.18731573447118072,-0.7557221336420332,-0.6586155905530147
1,1.0,0.5063474011611547,1.1214381816265229,-0.11906064694782019
0,1.0,1.1735858561293302,1.0294675448704225,1.8859037887145165
1,1.0,1.9675278045297775,-0.33055362535831073,1.615775052168801
1,1.0,-0.42863489212278055,-1.5960024025105368,-0.9958703868973625
1,1.0,-0.6088355396146079,-1.792510243512279,-1.1445563389607334
0,1.0,-2.2839237549461173,-2.1110173410586723,1.2193347515820447
0,1.0,-0.22210496385416295,-1.0024316257728434,-0.5037603628866357
0,1.0,0.06467678861102817,0.9076366976797653,0.7208393833885718
0,1.0,-0.6865641489363824,-0.23769600340388383,-1.0328856926775092
0,1.0,-1.800550173390088,-1.1644620059618658,1.2115810954933637
0,1.0,0.09270333006345578,-1.273598490270002,1.2605934139379262
0,1.0,-1.425156346926224,0.32134216071452676,0.472792714157202
0,1.0,-0.8200415275149521,0.17029505281918952,1.380557531945107
0,1.0,-0.3567195551652694,0.6901769856547664,0.6354458056456802
1,1.0,-0.9993973367853938,-1.0967368288417159,0.5081506248657385
1,1.0,-0.6356842880921264,1.0741801234811343,-0.5440188641244356
1,1.0,0.2776710313875409,0.8222247853299093,0.687621485762813
1,1.0,0.07627060610220869,-0.03516298654023684,0.913817579551176
0,1.0,0.49538029588111177,0.29686289412954014,0.2663969872869288
1,1.0,0.1498344522145079,-1.2678099736695208,-0.07668552664765448
0,1.0,-0.7945657412065438,0.27625711189697677,-0.7118391116018117
0,1.0,-1.3556470448137472,-0.39712952394226475,0.2152834079530098
1,1.0,-0.8574513201351505,-1.0655571709974196,-0.054797813541707534
1,1.0,0.9212977283318514,-0.5730743519690958,0.12159010339420678
